,Binary Race Variable,Coordinated Entry,Day Shelter,Emergency Shelter,Homelessness Prevention,Other,PH - Housing with Services (no disability required for entry),PH - Permanent Supportive Housing (disability required for entry),PH - Rapid Re-Housing,Safe Haven,Services Only,Street Outreach,Transitional Housing,Year,PH - Housing Only
20,"American Indian, Alaska Native, or Indigenous",2.3819383590731364,7.5788947788690715,22.52014448578238,2.165398508248306,,0.0,0.6496195524744918,1.5157789557738142,0.0,10.177372988767036,22.953224187432046,0.8661594032993223,2021,0.21653985082483057
21,"Non-American Indian, Alaska Native, or Indigenous",1.9031788511642822,3.584986333534011,10.98862877877406,3.3851371811500397,,0.0368952281324255,0.24289358520513454,2.5088755130049343,0.04919363750990067,6.813318795121242,12.814942571329125,0.9100822939331624,2021,0.07071585392048221
22,Asian or Asian American,0.47000897853451606,0.587511223168145,1.5745300780906286,0.47000897853451606,,0.0,0.09400179570690322,0.5170098763879677,0.0,1.410026935603548,2.044539056625145,0.1410026935603548,2021,0.023500448926725804
23,Non-Asian or Asian American,2.123134702691221,4.093125262893238,12.56826133019344,3.797278623993642,,0.041766584315237124,0.27148279804904135,2.7879195030420787,0.05568877908698284,7.66764877053895,14.573057377324822,1.0232813157233096,2021,0.08005261993753783
24,Non-White,9.404990686218628,5.46635245468037,11.016251780938825,4.690560075741016,,0.047741069473191,1.193526736829775,6.254080100988022,0.0716116042097865,11.386245069356054,19.967702307162135,1.0264329936736065,2022,0.11935267368297751
25,White,4.104388057189148,3.8930730285021826,6.579212143157655,2.2472540550748503,,0.008127501103344847,0.45107631123563907,1.7311577350124525,0.036573754965051816,6.006223315371843,11.979936626330305,1.1906789116400203,2022,0.14629501986020726
26,"Black, African American, or African",26.742671576866577,16.890108364336786,30.58625392900732,11.96382675807189,,0.10826992541241529,4.0059872402593655,23.49457381449412,0.05413496270620764,26.634401651454166,44.11999460555923,3.302232725078666,2022,0.43307970164966114
27,"Non-Black, African American, or African",4.187660504934437,3.5453812863862098,6.348930075349218,2.328262167237321,,0.012845584370964528,0.4399612647055351,1.6570803838544244,0.04495954529837585,6.230108419917796,12.222573528972749,1.02122395749168,2022,0.12203305152416302
28,Native Hawaiian or Pacific Islander,15.157789557738143,13.136750950039724,23.747203640456423,5.557856171170652,,0.0,2.5262982596230237,2.021038607698419,0.5052596519246048,13.136750950039724,34.86291598279773,2.5262982596230237,2022,0.0
29,Non-Native Hawaiian or Pacific Islander,5.392147271243669,4.239301304880486,7.60939334940778,2.8516163453692482,,0.01829914232322512,0.6282705530973959,2.885164772961828,0.042697998754191946,7.337956071613274,13.882949309220127,1.1406465381476993,2022,0.1402934244780593
30,Multi-Racial,5.9393787654810675,1.237370576141889,5.196956419795934,2.165398508248306,,0.0,0.30934264403547224,2.351004094669589,0.06186852880709445,7.114880812815862,8.599725504186129,0.18560558642128336,2022,0.0
31,Non-Multi-Racial,5.425564211833927,4.4501102466040905,7.835509302401757,2.9040475892953626,,0.01912654833783993,0.6566781595991709,2.907235347351669,0.04462861278829317,7.386035416462519,14.287531608366427,1.1985970291713022,2022,0.1466368705901061
32,"American Indian, Alaska Native, or Indigenous",11.693151944540851,12.126231646190513,18.189347469285767,4.1142571656717815,,0.0,0.6496195524744918,2.8150180607227977,0.43307970164966114,18.83896702176026,29.882499413826622,1.5157789557738142,2022,0.43307970164966114
33,"Non-American Indian, Alaska Native, or Indigenous",5.3621064885791725,4.181459188341557,7.55737256245849,2.85015637322987,,0.01844761406621275,0.6395172876287086,2.880902396673558,0.03996983047679429,7.209942497544816,13.783442309805293,1.1437520721051906,2022,0.13528250315222684
34,Asian or Asian American,0.9870188549224836,0.8460161613621289,1.1985228952630158,1.2220233441897417,,0.0,0.1410026935603548,0.352506733900887,0.023500448926725804,1.5745300780906286,2.3030439948191286,0.18800359141380643,2022,0.0
35,Non-Asian or Asian American,6.111843504796367,4.80315719625227,8.67004679410464,3.1116105314851663,,0.020883292157618562,0.7135124820519677,3.2543130278955594,0.048727681701109984,8.231497658794652,15.742521738151462,1.2912835650794148,2022,0.16010523987507566
